,GLRLM0,GLRLM1,GLRLM4,correlation_45,ASM_0,energy_90,Label
408,1.702,716.431,15.242,0.393348322,0.000774147,0.028796204,1
409,1.992,130.232,30.874,0.089294861,0.00046337,0.021703246,1
410,1.792,404.899,20.511,0.558165132,0.000502295,0.023018082,1
411,1.745,748.697,17.258,0.07885835,0.000509334,0.023009085,1
412,1.96,182.5,28.721,0.210047958,0.000401877,0.019860102,1
413,2.042,149.953,31.35,0.445155525,0.000416785,0.020323825,1
414,1.916,251.129,26.811,0.074101836,0.000478485,0.021949881,1
415,1.874,165.282,28.119,0.150781633,0.000727769,0.0271188,1
416,1.973,249.676,27.035,0.471473793,0.000385728,0.019781758,1
417,1.692,565.713,17.065,0.5666591,0.000626316,0.026158915,1
418,1.964,454.127,22.025,0.055738026,0.000489458,0.022909888,1
419,1.964,180.917,27.776,-0.012316562,0.000585321,0.026051844,1
420,1.498,714.926,15.233,0.425140129,0.000866076,0.029453777,1
421,1.912,218.038,26.745,0.110538831,0.000385935,0.01994852,1
422,1.97,209.058,27.143,0.324209873,0.000421547,0.020501329,1
423,1.561,954.254,13.847,0.43416076,0.000713896,0.027187426,1
424,1.936,156.284,29.93,0.203410746,0.000424652,0.020642233,1
425,1.795,606.014,18.277,0.359701578,0.000755513,0.028335957,1
426,1.91,155.321,28.867,0.101710677,0.000404776,0.020175567,1
427,1.948,293.855,24.881,0.21754364,0.000460264,0.021019927,1
428,2.073,89.854,36.808,0.092136386,0.000501053,0.021964026,1
429,1.699,415.065,19.456,0.556408728,0.000734394,0.027271068,1
430,1.828,287.667,24.673,0.208154003,0.000529832,0.023098895,1
431,1.872,212.53,25.364,0.255310516,0.000521964,0.022932471,1
432,1.738,575.404,17.343,0.073546101,0.000939577,0.032300271,1
433,1.639,461.993,19.213,0.013038021,0.000582215,0.025137741,1
434,1.806,315.399,23.569,0.137427983,0.000520722,0.022504129,1
435,1.929,331.876,22.814,0.020327951,0.000562338,0.023357389,1
436,1.746,245.977,23.248,0.207327895,0.000465648,0.022175111,1
437,1.656,492.939,17.738,0.239151147,0.000869595,0.030537479,1
438,1.804,499.962,19.959,0.108847359,0.000596501,0.025145976,1
439,1.851,403.839,20.332,0.013160568,0.000767522,0.02749789,1
440,1.844,248.354,24.088,0.297752419,0.000567929,0.023978495,1
441,1.874,339.268,23.162,0.104824675,0.000738121,0.027692966,1
442,1.819,259.763,25.02,0.204094526,0.000480555,0.022927956,1
443,1.956,382.733,25.007,0.390531921,0.000378067,0.020052042,1
444,1.954,268.486,25.088,0.243917163,0.000411609,0.02031873,1
445,1.607,462.354,18.308,0.256277136,0.000805204,0.029527495,1
446,1.579,1094.986,12.989,0.389762769,0.000891542,0.029712732,1
447,2.045,160.303,30.119,0.165068651,0.000418027,0.021118197,1
448,1.784,394.246,20.189,0.521270104,0.000547017,0.024077589,1
449,1.695,657.676,17.691,0.33400417,0.000642672,0.025399941,1
450,1.763,331.172,21.408,0.238008857,0.000744125,0.027760173,1
451,1.789,208.097,24.622,0.455094881,0.000536458,0.023870318,1
452,1.743,526.747,19.181,-0.004141238,0.000845164,0.027558061,1
453,1.97,225.553,26.515,0.529962764,0.000383657,0.019995171,1
454,2.041,195.734,29.728,0.10339632,0.000380552,0.019760814,1
455,1.915,200.177,27.144,-0.062693144,0.000507264,0.022591364,1
456,1.773,424.378,20.079,0.37737106,0.001038338,0.032213619,1
457,1.818,325.702,21.719,0.271482723,0.000728183,0.026571201,1
458,1.737,503.002,17.942,0.31158611,0.000618448,0.023157084,1
459,1.679,506.321,18.366,0.24664606,0.000724249,0.028982543,1
460,1.953,157.533,28.768,0.069848367,0.00052507,0.023831254,1
461,1.705,425.912,20.221,0.294086284,0.000494841,0.022193777,1
462,1.857,287.215,23.873,0.672690103,0.000423617,0.020712326,1
463,1.787,390.22,20.736,0.133697438,0.000436661,0.021381271,1
464,1.811,487.241,19.472,0.24238336,0.00114269,0.034704318,1
465,1.717,561.955,17.419,0.017674257,0.000597122,0.026000134,1
466,1.796,455.998,20.362,0.164501334,0.000999621,0.031478957,1
467,1.742,343.62,22.603,0.179683928,0.000625281,0.024283092,1
468,1.894,164.814,27.294,0.305817609,0.000551365,0.023822564,1
469,1.99,159.313,30.459,0.275835031,0.000401256,0.019776524,1
470,1.841,631.393,18.797,0.451827196,0.000676835,0.025736004,1
471,1.724,234.84,24.058,0.221135519,0.000575382,0.024507999,1
472,1.753,416.284,20.781,-0.076264639,0.000449084,0.021550067,1
473,1.825,259.261,24.647,0.144285956,0.000667932,0.025137741,1
474,1.855,352.25,22.719,0.333280155,0.000626523,0.026253722,1
475,1.658,167.971,26.13,0.066942533,0.000600021,0.025269181,1
476,1.781,935.391,16.259,0.524076504,0.000962352,0.031789844,1
477,1.972,156.948,29.043,0.153211754,0.000415749,0.020445708,1
478,1.613,417.06,20.399,0.708585975,0.000768971,0.028049543,1
479,1.516,940.695,13.061,0.038551949,0.000947859,0.032412253,1
480,1.901,294.842,24.932,0.068522738,0.000450947,0.021078944,1
481,1.8,653.427,16.577,0.429338143,0.000670624,0.026202411,1
482,2.059,123.694,33.072,0.174057904,0.000395459,0.020410234,1
483,1.704,449.787,19.11,0.41068994,0.000652404,0.026931098,1
484,1.781,649.541,17.869,0.215024789,0.000695676,0.027252081,1
485,1.709,444.14,19.126,0.469739987,0.000451569,0.020876613,1
486,1.835,428.62,21.076,0.155003083,0.000417613,0.020536645,1
487,1.92,377.145,23.442,0.158241379,0.000517202,0.022964049,1
488,1.813,441.902,21.155,0.228531325,0.000493185,0.023206207,1
489,1.788,320.97,22.117,0.119012248,0.000474758,0.022792099,1
490,1.718,323.178,20.918,0.179891541,0.000632527,0.025840377,1
491,1.852,308.913,24.203,0.119036431,0.000524242,0.02288276,1
492,1.893,214.642,26.339,0.731461737,0.000396701,0.02003138,1
493,1.917,254.632,23.487,-0.044379155,0.000620518,0.025727957,1
494,1.859,246.65,23.902,0.263505765,0.000508092,0.023560386,1
495,1.761,387.507,20.546,0.101212239,0.00040871,0.02020633,1
496,1.944,176.735,26.925,0.100157947,0.000573105,0.024822782,1
497,1.94,384.982,22.181,-0.026910481,0.000717623,0.027767631,1
498,1.852,302.252,23.498,0.36145965,0.000694641,0.02786068,1
499,1.683,627.64,16.357,0.08033154,0.000486352,0.023049543,1
500,1.981,150.397,30.503,0.193021816,0.000430864,0.020672302,1
501,2.016,132.583,31.66,0.149880117,0.000409952,0.02031873,1
502,1.964,181.601,27.736,0.054758906,0.00042341,0.020817022,1
503,1.897,182.513,27.813,0.239571128,0.000413886,0.020313635,1
504,1.958,177.578,27.495,0.094782167,0.000536872,0.023604284,1
505,1.655,380.577,20.798,0.779177499,0.001039995,0.031541379,1
506,1.853,278.606,24.623,0.133639605,0.000533766,0.02346352,1
507,1.767,419.39,19.701,0.537348923,0.000441423,0.020950863,1
508,1.638,867.713,14.693,0.485127455,0.000749508,0.028097481,1
509,1.744,231.708,23.497,0.237431457,0.001207288,0.035433462,1
510,1.813,582.771,18.272,0.206224987,0.000766486,0.026730462,1
511,1.737,491.56,19.767,0.371883831,0.00060292,0.024747599,1
512,1.636,777.451,14.889,0.396961725,0.001198178,0.033517675,1
513,1.801,384.729,20.682,0.024073158,0.000772905,0.029217339,1
514,1.775,564.541,17.663,0.183159005,0.000747645,0.027644326,1
515,1.686,534.231,19.564,0.005513985,0.000524449,0.022742081,1
516,1.965,255.589,26.383,0.374449915,0.000427758,0.020891484,1
517,1.797,566.734,19.863,-0.111995953,0.000710998,0.027730324,1
518,1.905,421.449,21.337,0.707246789,0.001091549,0.032755384,1
519,1.712,424.568,20.335,0.343168526,0.000437282,0.020384857,1
520,1.959,294.673,26.386,0.167165952,0.000380552,0.019639952,1
521,1.836,290.659,23.214,0.376237627,0.000678906,0.027576837,1
522,1.827,686.146,18.427,0.385622033,0.001019497,0.033057399,1
523,1.768,445.825,19.123,0.266186931,0.000580558,0.023865981,1
524,1.866,210.25,26.552,0.180380785,0.000466683,0.02098049,1
525,1.876,202.01,26.987,0.634052344,0.000496084,0.023067501,1
526,1.992,194.431,28.72,0.150888334,0.000390283,0.01990696,1
527,1.508,598.174,15.852,-0.082229874,0.000667311,0.024839458,1
528,1.615,743.096,15.383,0.295177185,0.001025709,0.031789844,1
529,1.759,480.698,18.801,-0.076197889,0.000807482,0.029277511,1
530,1.652,887.277,15.425,0.204739026,0.001126954,0.0371646,1
531,2.098,154.139,31.44,0.264700163,0.000417199,0.020496278,1
532,1.794,285.232,22.69,0.263465663,0.000494013,0.022300802,1
533,1.739,622.724,16.51,0.176879716,0.000767314,0.02735067,1
534,2.029,112.321,33.656,-0.012014273,0.000431692,0.020521517,1
535,1.98,169.786,29.42,0.052182691,0.000521757,0.022773923,1
536,1.655,769.264,15.521,0.7717875,0.000625281,0.02508002,1
537,1.784,360.147,21.822,0.181643033,0.000543497,0.023339654,1
538,1.523,677.244,15.07,0.357577207,0.001017427,0.031462509,1
539,1.983,214.327,27.24,0.289181517,0.000471445,0.021712784,1
540,1.876,290.687,24.019,0.543020231,0.000539149,0.022896328,1
541,1.661,346.18,20.656,0.544729408,0.00057207,0.024512223,1
542,1.788,709.519,16.79,0.053459294,0.00098492,0.033176187,1
543,1.887,334.238,24.057,0.169957806,0.000388212,0.019828802,1
544,1.96,446.481,22.717,0.119760773,0.000521343,0.023094412,1
545,1.57,725.609,14.905,0.151665659,0.000876221,0.029291652,1
546,1.864,347.968,22.387,0.273369744,0.000421754,0.020308538,1
547,1.817,278.622,24.337,0.06227141,0.000738121,0.028075366,1
548,1.768,364.984,21.943,0.070745102,0.000518859,0.022650857,1
549,1.804,345.35,21.634,-0.047159807,0.000652611,0.026012076,1
550,2.053,98.213,34.376,0.150510266,0.000433762,0.020841872,1
551,1.631,522.939,17.344,0.011473216,0.001041237,0.032226471,1
552,2.008,150.714,30.045,0.068152029,0.000474758,0.022090919,1
553,1.763,418.694,21.026,0.104693577,0.000463577,0.021931008,1
554,1.585,932.592,13.439,0.589388296,0.000945789,0.031867904,1
555,1.618,649.512,17.008,0.252436494,0.000931088,0.029185432,1
556,1.817,460.432,21.134,0.123913289,0.000651161,0.025359151,1
557,1.778,258.503,22.555,0.555972616,0.000479106,0.021468246,1
558,1.847,381.382,22.879,0.019785583,0.000535836,0.023013584,1
559,1.884,210.878,24.939,0.072188385,0.000686359,0.026742078,1
560,1.874,439.403,20.858,0.439522239,0.000436661,0.02141997,1
561,1.839,336.006,21.254,0.113159586,0.00093937,0.031241277,1
562,1.687,638.323,16.983,0.328149968,0.00104103,0.032039612,1
563,1.929,203.026,26.848,0.057404726,0.000431278,0.021641148,1
564,1.701,725.237,15.721,0.027819021,0.000467718,0.021836396,1
565,1.69,457.275,18.557,0.469887547,0.000494841,0.022499529,1
566,1.927,181.986,27.904,0.157380247,0.000450119,0.021323091,1
567,2.019,118.206,32.414,0.321771572,0.000385521,0.019849674,1
568,1.819,351.154,21.87,0.247744132,0.00055592,0.02303157,1
569,1.778,438.354,20.607,0.046607682,0.000418441,0.021093672,1
570,1.794,403.367,20.356,0.156996222,0.000418648,0.020637217,1
571,1.844,190.05,25.76,0.130570103,0.000718451,0.025306026,1
572,2.073,97.111,34.647,0.186487197,0.000400842,0.020597047,1
573,2.038,116.458,33.129,0.248801845,0.000411609,0.02075726,1
574,1.785,428.075,20.328,-0.089685963,0.000464198,0.021395792,1
575,1.772,754.055,18.761,0.314754597,0.00044163,0.02116227,1
576,2.075,101.041,34.47,0.156283832,0.000424238,0.020672302,1
577,2.125,186.215,31.301,0.204352805,0.000436454,0.020010697,1
578,2.104,124.866,33.149,0.121434604,0.000422789,0.021636363,1
579,2.041,150.149,32.23,0.275342588,0.000410573,0.020642233,1
580,1.866,402.027,19.966,0.13102913,0.001083682,0.033782252,1
581,1.95,135.185,30.012,0.136014894,0.000536043,0.023744215,1
582,1.825,550.788,20.661,0.081732841,0.000488837,0.022714752,1
583,1.721,1166.778,14.036,0.327785815,0.00167128,0.042612183,1
584,1.829,611.248,18.853,0.619705934,0.000606853,0.025619085,1
585,2.056,91.614,35.325,0.217818852,0.000413886,0.020395012,1
586,1.632,771.759,14.718,-0.005007482,0.001048484,0.034211607,1
587,2.124,157.613,33.249,0.049351778,0.000394838,0.020160168,1
588,1.982,195.243,27.466,0.340883551,0.000507264,0.022719309,1
589,1.867,227.891,24.504,0.154015754,0.000581594,0.025150093,1
590,1.652,342.232,21.037,0.120999798,0.000982436,0.032332305,1
591,1.947,203.736,26.564,0.146641992,0.00053211,0.023529608,1
592,1.839,438.434,21.19,0.206044433,0.000409124,0.020400087,1
593,1.87,585.208,20.039,0.102193751,0.000578281,0.024389438,1
594,2.103,100.48,35.599,0.128658719,0.000479106,0.021526034,1
595,1.962,174.495,28.54,0.231258646,0.000414093,0.021366741,1
596,1.843,229.192,24.912,-0.036914631,0.00046337,0.02187429,1
597,1.834,446.116,20.425,0.226463098,0.000458815,0.022053397,1
598,1.802,363.663,20.671,0.483102628,0.000545775,0.023718041,1
599,1.93,250.692,25.277,0.381735261,0.000455916,0.021784184,1
600,1.829,411.308,22.038,0.002407122,0.000696919,0.027365806,1
601,1.732,410.895,20.883,0.091510685,0.000723835,0.027471524,1
602,1.733,221.519,24.313,0.363633838,0.000529004,0.022522523,1
603,1.893,194.308,26.457,0.015672344,0.000655095,0.026695584,1
604,1.726,321.409,22.723,0.135611674,0.000578488,0.024457258,1
605,1.862,219.953,26.114,0.12950786,0.000570827,0.023704943,1
606,1.816,380.014,20.489,0.316327436,0.000466269,0.021284215,1
607,1.881,827.151,17.318,0.104559144,0.000798993,0.029803182,1
608,1.851,230.277,24.645,0.213735736,0.000984092,0.031488821,1
609,1.795,385.667,21.976,0.187788863,0.000544325,0.02402163,1
610,1.91,191.913,27.519,0.196016681,0.000535215,0.023489977,1
611,1.577,625.2,16.588,0.343086034,0.000502916,0.022946009,1
612,1.958,384.158,23.212,0.291576269,0.000436454,0.021088764,1
613,1.798,492.615,18.84,0.289694003,0.000678699,0.025964274,1
614,1.918,224.485,26.502,0.446292213,0.000395459,0.020257498,1
615,1.778,332.295,21.024,0.131761538,0.000811829,0.030719996,1
616,1.804,398.3,21.158,0.49268611,0.000828186,0.028561571,1
617,1.78,311.696,22.143,0.731880033,0.000504365,0.022742081,1
618,1.78,409.757,20.087,0.506998392,0.000427344,0.020354364,1
619,1.762,355.903,21.166,0.607645121,0.000847441,0.027990429,1
620,2.077,117.439,33.138,0.316958708,0.000365644,0.019576597,1
621,1.944,263.245,25.57,0.466838039,0.000411609,0.020465951,1
622,1.865,253.069,23.347,0.193831727,0.000596708,0.02550569,1
623,1.819,345.324,22.587,0.413503021,0.000463577,0.021688931,1
624,1.729,227.926,23.687,0.128455703,0.000703337,0.026563407,1
625,1.804,270.368,23.167,0.057773953,0.000715553,0.027934896,1
626,1.794,715.806,17.04,0.426714299,0.000854688,0.029418609,1
627,1.902,296.982,23.951,0.363760216,0.000401877,0.020602073,1
628,1.544,897.153,13.367,0.442345034,0.001224473,0.034020437,1
629,2.029,295.36,27.189,0.4245493,0.000425481,0.020831936,1
630,1.938,389.884,22.895,0.141712973,0.000477035,0.021250141,1
631,1.588,511.817,17.561,0.3709291,0.000586356,0.023634965,1
632,1.909,507.218,20.219,0.479082739,0.000532317,0.026722715,1
633,1.712,258.096,23.371,0.502276982,0.000885538,0.028586932,1
634,1.719,551.723,17.898,0.268893667,0.000727354,0.027842095,1
635,1.793,426.381,20.39,0.025727574,0.000725698,0.027923776,1
636,1.698,429.729,20.404,0.479823501,0.000399807,0.020955804,1
637,1.802,592.677,18.6,0.15928333,0.000542876,0.022407317,1
638,1.929,202.971,27.067,-0.063428548,0.000619483,0.025824347,1
639,1.778,839.152,15.929,0.34942027,0.000744539,0.029107292,1
640,1.73,378.205,20.02,0.068071077,0.00088471,0.032447367,1
641,1.818,274.618,24.264,0.120576363,0.000573519,0.023948255,1
642,1.776,372.021,21.071,0.264429498,0.000938335,0.031164969,1
643,1.686,750.564,14.849,0.13213692,0.000853653,0.029747553,1
644,2.015,186.545,28.4,0.291193166,0.000396494,0.020288137,1
645,2.006,104.146,33.26,0.31924281,0.000429207,0.020682315,1
646,1.698,466.262,18.334,-0.042779094,0.001358639,0.038056413,1
647,1.847,384.361,22.305,0.607737355,0.000414093,0.02079712,1
648,1.818,1330.06,11.805,0.018616893,0.002114152,0.050335162,1
649,1.735,745.927,17.411,0.306337033,0.001154284,0.033176187,1
650,1.725,364.145,21.517,0.534486405,0.00098285,0.032158941,1
651,1.76,370.619,22.15,0.099240605,0.000437903,0.020975555,1
652,1.711,527.408,19.266,0.600708055,0.000451569,0.021083854,1
653,1.366,1041.059,12.379,0.27636952,0.000783464,0.02679622,1
654,1.872,159.506,27.137,0.269466519,0.000596501,0.02611931,1
655,1.826,296.487,23.933,0.218195636,0.000621761,0.025248689,1
656,1.767,377.532,19.938,0.432605659,0.000526312,0.024482641,1
657,1.812,383.548,20.737,0.007464817,0.000806653,0.029608023,1
658,1.779,690.903,16.265,0.245194235,0.000750958,0.028397998,1
659,1.71,544.892,17.582,0.380501765,0.000577453,0.024137708,1
660,1.811,196.313,25.71,0.106273681,0.00051389,0.023264128,1
661,1.891,184.638,26.597,-0.015879944,0.000670003,0.025158324,1
662,1.823,352.319,21.518,0.129593501,0.000406432,0.020257498,1
663,1.741,588.613,17.147,0.396053638,0.00089734,0.029309317,1
664,1.663,488.311,18.846,0.45861414,0.000464612,0.023000085,1
665,1.861,196.062,27.323,0.116577291,0.000417199,0.020313635,1
666,1.791,325.211,24.968,0.34206444,0.000462542,0.021727082,1
667,1.873,265.979,23.891,0.209091489,0.000901067,0.02969182,1
668,1.989,343.543,24.053,0.131623021,0.0003849,0.019786991,1
669,1.722,326.73,21.107,0.320839111,0.000531488,0.022029913,1
670,1.889,238.294,25.219,0.358842018,0.000420719,0.0207772,1
671,2.025,179.963,29.536,0.230804107,0.00040167,0.020571901,1
672,1.958,218.025,26.336,0.107084635,0.000442873,0.021477888,1
673,1.728,484.522,19.664,0.396149494,0.000439353,0.022165772,1
674,1.628,399.1,18.91,0.100954588,0.000655923,0.025318295,1
675,1.722,535.208,17.992,0.178742497,0.000565237,0.02446149,1
676,1.883,585.69,19.954,0.076622533,0.000738535,0.02658678,1
677,1.947,125.641,30.679,0.412799916,0.000476,0.021612427,1
678,2.1,96.152,35.148,0.125142689,0.000385314,0.020098453,1
679,1.805,188.597,25.809,-0.087500588,0.000410573,0.020602073,1
680,1.908,238.17,24.611,0.075508301,0.000654267,0.024851958,1
681,1.979,187.565,27.709,-0.042055547,0.000491321,0.022025214,1
682,1.355,1027.523,12.715,0.280616277,0.000788847,0.026214261,1
683,1.675,535.156,17.996,0.498208204,0.000457573,0.022286872,1
684,1.975,316.416,26.241,0.555017831,0.000427344,0.020369616,1
685,1.874,392.159,23.946,0.137045596,0.000460057,0.021598052,1
686,2.121,427.01,25.315,-0.003338256,0.000430036,0.02109858,1
687,2.116,148.956,32.313,0.146328553,0.000369371,0.019395968,1
688,1.966,177.374,28.061,0.620782255,0.00047248,0.021807932,1
689,1.832,460.702,19.011,0.068412623,0.000552193,0.024244693,1
690,2.115,194.981,31.437,0.16178195,0.000402084,0.020160168,1
691,1.72,179.86,26.569,-0.112194069,0.000579523,0.024210509,1
692,1.906,441.342,21.701,0.681057697,0.000635633,0.026645123,1
693,1.701,620.855,17.226,0.556716646,0.000464612,0.021588464,1
694,1.646,698.432,15.646,0.486483105,0.001082853,0.031267775,1
695,1.82,372.312,21.844,0.310399209,0.000555092,0.024351207,1
696,1.826,782.65,16.742,0.056348935,0.00069195,0.026371752,1
697,1.744,235.185,23.335,0.689686983,0.000547224,0.02432143,1
698,1.806,673.212,17.385,0.440996885,0.00074309,0.027696704,1
699,1.673,521.437,18.116,0.318600725,0.00092467,0.030985074,1
700,1.908,290.381,24.344,0.09087148,0.000403534,0.020344189,1
701,1.879,210.143,26.836,0.163346775,0.000413679,0.02027793,1
702,1.826,660.328,18.428,0.436956983,0.000447428,0.021888483,1
703,1.889,517.388,19.251,0.061488359,0.000614721,0.024760145,1
704,1.975,195.686,28.382,0.411018935,0.000507678,0.022305444,1
705,1.854,215.726,24.341,0.400509417,0.000420719,0.021352201,1
706,1.756,437.656,19.921,0.428527878,0.000435419,0.021439294,1
707,1.838,213.583,25.959,0.290422455,0.000838746,0.029337561,1
708,1.91,370.386,25.055,0.019553812,0.000465234,0.021765167,1
709,1.619,694.498,16.572,0.197375786,0.000482418,0.02229616,1
710,1.848,450.88,20.909,0.629159883,0.000426102,0.019964082,1
711,1.909,344.871,24.566,0.040873841,0.000505608,0.02276483,1
712,2.067,118.959,34.388,0.52143812,0.000425274,0.02203931,1
713,1.729,623.191,16.934,0.213877071,0.000592567,0.026442318,1
714,1.894,238.617,24.82,0.083241588,0.000410987,0.020737301,1
715,1.916,214.959,27.325,0.10121734,0.000420719,0.019958896,1
716,2.008,101.237,33.556,0.064631615,0.000447842,0.021010074,1
717,1.793,382.769,21.016,0.635686195,0.000593188,0.024503774,1
718,1.741,393.987,20.543,0.267981106,0.000735222,0.028659268,1
719,1.851,733.446,18.698,0.309917337,0.00080479,0.028149016,1
720,1.809,778.216,17.001,0.323119283,0.000917423,0.030753676,1
721,1.771,641.501,19.3,0.073964635,0.000776839,0.028416219,1
722,1.777,441.53,19.694,0.330565248,0.000643915,0.02548945,1
723,1.918,210.937,26.277,0.192062129,0.000491528,0.023538406,1
724,1.999,174.993,29.002,0.116598384,0.000385935,0.01980268,1
725,1.721,354.611,21.55,0.279460743,0.000640602,0.026927253,1
726,1.991,202.183,27.202,0.26099526,0.000406846,0.020374698,1
727,1.889,263.195,25.536,0.1708252,0.000588219,0.024051778,1
728,1.811,293.902,23.118,0.315306079,0.000560268,0.024154858,1
729,1.766,414.7,20.166,0.275305671,0.00081038,0.029506452,1
730,2.025,153.173,29.411,0.05161921,0.00050685,0.022719309,1
731,1.983,290.356,25.934,0.035193381,0.000430657,0.021186715,1
732,1.993,236.861,27.403,0.372661419,0.000477035,0.021836396,1
733,1.81,897.305,17.112,0.524243695,0.00052507,0.025297843,1
734,1.979,336.918,24.063,0.252341872,0.000456745,0.021034696,1
735,1.571,839.741,14.4,0.13255413,0.000720108,0.02876743,1
736,1.851,381.832,20.456,0.595126341,0.000515132,0.023224044,1
737,1.917,218.464,25.304,0.068608918,0.000867111,0.028850079,1
738,1.869,185.88,26.45,0.230556043,0.000650126,0.026245835,1
739,1.604,1062.396,13.297,0.169442352,0.00103399,0.033393902,1
740,1.791,393.608,20.839,-0.005803325,0.000917837,0.031929566,1
741,1.877,206.494,25.402,0.26977726,0.000666897,0.026869523,1
742,1.673,676.613,15.935,0.178969816,0.00052155,0.023538406,1
743,1.95,192.047,27.473,0.613008287,0.000450533,0.021559673,1
744,1.732,388.533,20.458,0.036638962,0.000883882,0.030360685,1
745,1.67,772.987,16.161,0.178714264,0.001219918,0.037120004,1
746,1.892,270.681,25.445,0.300782117,0.000460472,0.021230646,1
747,1.663,447.876,18.595,-0.127059726,0.000503537,0.023639345,1
748,1.872,279.492,23.922,0.134137999,0.000513061,0.023197283,1
749,1.678,294.582,21.913,0.158193858,0.000532524,0.023656855,1
750,1.734,475.321,18.838,0.194065555,0.000598986,0.025444735,1
751,1.766,402.397,20.094,0.248372014,0.000455502,0.021607636,1
752,1.545,557.417,17.416,0.383077221,0.000452397,0.020627182,1
753,1.996,203.854,27.58,0.126128346,0.00051037,0.022591364,1
754,1.873,260.775,25.989,0.152511409,0.000394631,0.020334009,1
755,1.515,750.865,14.443,0.434828535,0.000928811,0.029751033,1
756,1.635,673.988,15.771,-0.024187731,0.001073329,0.035961266,1
757,1.755,465.477,19.989,-0.031569831,0.000367094,0.019745091,1
758,1.805,784.978,17.531,0.295145603,0.000700853,0.026645123,1
759,1.773,369.631,21.571,0.844596424,0.001136271,0.032354711,1
760,1.686,437.229,19.097,0.382098358,0.000591118,0.026012076,1
761,1.736,446.242,19.529,0.181380287,0.000816799,0.02976147,1
762,1.73,361.601,20.119,0.337023492,0.000757997,0.028724214,1
763,1.952,166.464,27.733,0.267242208,0.000513061,0.023125769,1
764,1.686,308.391,21.639,0.627487634,0.000837296,0.029000397,1
765,1.833,487.763,18.817,0.161832491,0.000654267,0.025996152,1
766,1.77,348.823,20.421,0.388507145,0.00080831,0.028928915,1
767,1.866,174.057,26.936,0.153128412,0.000671038,0.026170784,1
768,1.87,149.314,28.256,0.294966678,0.000589461,0.02560696,1
769,1.976,302.683,23.762,0.296326954,0.000486559,0.022481117,1
770,1.972,221.862,26.526,0.467623734,0.000473722,0.022714752,1
771,1.745,274.127,22.552,0.6319791,0.000585942,0.024482641,1
772,1.802,322.031,23.341,0.348056848,0.000448463,0.021935728,1
773,1.853,398.667,22.559,0.1458067,0.000811208,0.028709794,1
774,1.803,272.928,23.397,0.224769476,0.000579523,0.023861642,1
775,1.73,588.14,19.116,0.190948801,0.000534594,0.023174959,1
776,1.763,904.078,14.905,0.110664781,0.002102972,0.048176672,1
777,1.894,226.428,24.964,0.19096954,0.000646813,0.025096525,1
778,2.009,230.079,28.103,0.245947623,0.000427965,0.020990356,1
779,1.63,189.641,24.847,-0.061462093,0.000701474,0.027942307,1
780,1.874,209.491,26.952,0.436996684,0.000429622,0.020506378,1
781,1.682,444.87,18.633,0.463757584,0.000764002,0.025972247,1
782,1.793,676.855,17.852,0.072513589,0.000953863,0.031991109,1
783,1.806,381.281,22.049,0.250783135,0.000620933,0.026198459,1
784,1.764,483.839,18.71,0.17656013,0.000484903,0.022783013,1
785,1.643,364.063,19.905,0.379912516,0.000476621,0.022156429,1
786,1.809,296.593,21.953,0.229013295,0.000517202,0.023370682,1
787,1.857,450.782,20.928,0.592226566,0.000605197,0.024159143,1
788,1.73,253.24,24.213,0.521308915,0.000449291,0.02166983,1
789,1.875,353.648,22.145,0.023676011,0.000576625,0.024030248,1
790,1.785,321.736,23.633,0.478120584,0.000607889,0.024831121,1
791,1.929,184.576,30.244,-0.065103387,0.000413886,0.02029834,1
792,1.966,393.119,21.536,0.486195127,0.000523207,0.024346955,1
793,1.884,449.211,21.321,0.515908296,0.00044163,0.021274486,1
794,1.793,292.213,23.416,0.075495722,0.0005377,0.023761648,1
795,1.753,195.512,25.186,0.394026724,0.000458815,0.023197283,1
796,1.641,812.528,14.507,0.145124581,0.000705822,0.027267272,1
797,1.904,217.164,26.267,0.542580722,0.000463577,0.021784184,1
798,1.755,278.607,22.471,0.68717597,0.000841644,0.028317684,1
799,1.856,223.897,25.084,0.608193767,0.000456952,0.021318235,1
800,1.8,541.248,19.019,0.009573917,0.000532524,0.02295954,1
801,2.14,71.631,38.592,0.164651077,0.000386142,0.019745091,1
802,1.834,514.882,19.805,0.251769031,0.001098382,0.034725193,1
803,1.736,426.028,19.787,0.205576584,0.000749716,0.026540014,1
804,1.891,320.619,24.119,0.434528225,0.000432106,0.021593258,1
805,1.805,325.788,22.305,0.00674594,0.000624245,0.024613374,1
806,1.651,797.383,14.827,0.375211205,0.001033369,0.033610206,1
807,1.81,475.064,19.584,-0.111494024,0.000493806,0.022545493,1
808,1.882,210.491,26.177,0.540633311,0.000393803,0.020201206,1
809,1.873,321.314,22.892,0.122750239,0.000514304,0.02245808,1
810,1.9,371.623,21.533,0.196077986,0.000447428,0.021996994,1
811,1.787,799.718,16.625,0.438361939,0.001160496,0.034196474,1
812,1.97,299.477,22.984,0.074251768,0.000753649,0.029341089,1
813,1.947,296.74,23.816,-0.034645177,0.000669381,0.025497571,1
814,1.799,272.26,24.232,-0.064094866,0.000796508,0.028101165,1
815,1.898,159.557,28.374,0.078010382,0.000467925,0.021583668,1
816,1.859,239.047,26.09,0.321815389,0.000435212,0.021332799,1
