Label,GLRLM0,GLRLM1,GLRLM2,GLRLM3,GLRLM4,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135
Healthy,1.856,355.019,1651.305,11638.958,21.556,22.66151866,27.39750693,23.15186615,20.86842105,0.69971256,0.638905946,0.753611206,0.776351001,0.071523288,0.04385424,0.04693205,0.068252199,1141.631918,1391.947368,953.5302445,869.0969529,0.000487802,0.000474789,0.000472894,0.000517232,0.022086232,0.021789658,0.021746133,0.022742745
Healthy,2.028,133.703,1144.47,19913.17,30.987,36.40604891,31.80609418,26.71106821,34.25969529,0.185903489,0.349282202,0.575181895,0.250053663,0.02975065,0.033310537,0.037963991,0.034321251,2232.13964,1774.707756,1153.421493,2001.165512,0.00039401,0.000414361,0.000397943,0.000417958,0.019849674,0.02035587,0.01994852,0.02044403
Healthy,2.04,100.402,1041.131,22360.576,34.051,42.3951094,37.74030471,31.50965251,33.72506925,-0.03857056,0.095421011,0.366114469,0.259273704,0.022898874,0.0307508,0.031545449,0.035080697,2635.790219,2270.9259,1550.72973,1844.810942,0.000390283,0.000432586,0.000393803,0.000429468,0.019755575,0.020798694,0.019844458,0.020723619
Healthy,1.866,262.562,1451.028,13557.277,24.507,18.3024453,18.52493075,15.33719434,16.85526316,0.046682778,0.073655771,0.286936548,0.191690259,0.0638482,0.055618655,0.073151544,0.065495821,595.8236808,574.7313019,423.2355212,502.182133,0.000634805,0.000650317,0.000694434,0.000681011,0.025195331,0.025501319,0.026352117,0.026096182
Healthy,1.819,591.266,1997.629,9221.611,17.839,20.76833977,10.96745152,18.8963964,25.18628809,0.322217644,0.878105011,0.39886964,0.000116577,0.072926939,0.106184716,0.067603095,0.056969607,1352.326898,223.6987535,1225.721364,1931.698753,0.000739984,0.000868289,0.000772905,0.000730648,0.027202653,0.029466739,0.027801164,0.027030497
Healthy,1.879,255.103,1454.155,13637.746,24.45,14.73616474,14.34210526,13.99034749,14.31648199,0.092075499,0.144310705,0.152797277,0.125590243,0.073364408,0.076689056,0.075573159,0.066571586,388.953668,346.8351801,337.1833977,340.2389197,0.000790504,0.000804744,0.000778702,0.000779565,0.028115897,0.028368004,0.027905233,0.027920699
Healthy,1.745,535.438,1875.666,9348.459,19.069,16.54311454,15.05055402,17.97747748,19.80817175,0.341231738,0.433232681,0.210815508,0.057388347,0.06585584,0.058608418,0.061760459,0.051650865,448.6537967,379.6447368,542.6814672,640.2139889,0.000625695,0.000671419,0.000629007,0.000609073,0.025013889,0.025911755,0.02508002,0.024679404
Healthy,1.627,417.349,1876.208,8476.509,19.193,12.28185328,16.72645429,14.12226512,9.551939058,0.457742788,-0.094956769,0.133894565,0.628475475,0.084233022,0.073534379,0.081308314,0.101591717,305.8043758,535.8995845,410.952381,161.283241,0.000954277,0.000954614,0.000923428,0.001118632,0.030891382,0.030896828,0.030387951,0.033445957
Healthy,1.761,492.473,1958.409,8780.471,18.13,19.27413127,17.57756233,16.56756757,19.41066482,0.3103345,0.424685195,0.45592633,0.312250962,0.086266621,0.069996373,0.085343053,0.075205864,726.7245817,597.7811634,566.8095238,723.8552632,0.000760068,0.00077405,0.000769178,0.000755586,0.027569328,0.027821758,0.027734057,0.027487928
Healthy,2.021,144.126,1137.206,20083.037,31.214,30.81917632,32.55401662,29.86036036,30.69736842,0.11950093,0.06800365,0.014782998,-0.076737094,0.035387844,0.035279453,0.04843863,0.050175391,1722.466538,1794.581717,1894.287645,2074.039474,0.000432106,0.000448172,0.000461093,0.000496131,0.020787163,0.021170078,0.021473068,0.022273992
Healthy,1.836,260.983,1440.409,13305.96,24.667,28.08944659,30.06024931,33.21814672,36.23130194,0.160356297,0.160310728,-0.004678622,-0.211390545,0.040771915,0.0353011,0.031213098,0.028776017,1472.779279,1461.413435,1788.117761,2132.772853,0.000446599,0.000455606,0.000440181,0.000474789,0.021132898,0.021344924,0.02098049,0.021789658
Healthy,1.608,499.566,1914.818,8034.163,18.674,26.33848134,23.08933518,20.5997426,25.24307479,0.242612276,0.372802436,0.478725196,0.323587054,0.060911139,0.056614554,0.066320174,0.051465263,1271.342342,1040.045014,817.7644788,1117.709834,0.000515546,0.000548645,0.000551158,0.000530181,0.022705635,0.023423178,0.023476752,0.023025665
Healthy,1.896,331.926,1596.351,12442.919,22.231,35.38288288,29.26454294,25.47361647,32.68490305,-0.059148364,0.234232467,0.448652135,0.010685503,0.030114888,0.045022778,0.041859242,0.04964936,1989.582368,1446.00277,1082.124839,1875.578255,0.000436454,0.000479105,0.000440595,0.000463759,0.020891484,0.021888477,0.020990356,0.021535058
Healthy,1.639,1230.904,2964.921,5113.318,12.107,15.39317889,16.40304709,14.07528958,13.05817175,0.3266879,0.266481515,0.375331849,0.394755371,0.074110956,0.055554158,0.088095004,0.108815437,436.5630631,465.9529086,382.3404118,384.8490305,0.000708927,0.000699475,0.000748059,0.000896105,0.02662569,0.026447585,0.02735067,0.029935007
Healthy,1.536,1246.174,2661.509,5288.193,13.564,22.37387387,23.23891967,16.2998713,13.27354571,0.094689359,0.157248657,0.308229191,0.724480546,0.040716597,0.040071114,0.076058806,0.071219824,985.469112,917.6876731,742.3951094,274.5547091,0.0005524,0.000536656,0.000632527,0.000660389,0.023503195,0.023165829,0.025150093,0.025698027
Healthy,1.875,356.576,1542.467,12858.081,23.049,25.88803089,20.63434903,20.38996139,24.95360111,0.696399864,0.780029309,0.804388587,0.714205559,0.101138554,0.149525534,0.116726597,0.095466746,1449.491634,1046.15928,967.8983269,1343.229224,0.001490114,0.002105618,0.001716416,0.00151357,0.038601994,0.045887014,0.041429649,0.038904631
Healthy,1.697,437.323,1883.637,8737.084,18.896,23.28893179,20.01177285,24.98198198,27.91066482,0.219221091,0.442436411,0.109979873,-0.022849701,0.063715578,0.055033437,0.052920741,0.036002904,1021.277349,714.3455679,1097.689833,1302.888504,0.000500639,0.000535217,0.000505815,0.000517232,0.022374953,0.023134755,0.022490324,0.022742745
Healthy,1.521,676.259,2137.058,6736.752,16.918,17.04504505,18.21952909,18.35585586,19.73476454,0.334254306,0.225671293,0.177396193,0.093593452,0.04638668,0.057615627,0.055276608,0.044609926,466.8223938,540.1059557,568.8642214,609.6544321,0.000611201,0.000661348,0.000642258,0.00063593,0.024722487,0.025716682,0.025342817,0.025217647
Healthy,2.063,188.881,1197.523,19542.078,29.58,31.14157014,26.49238227,29.66023166,32.43628809,0.044003529,0.27502423,0.154499865,0.009063932,0.033706932,0.047310947,0.032526371,0.028182759,1536.126126,1164.751385,1391.072072,1614.168975,0.000424445,0.000475988,0.000424238,0.000446733,0.020602073,0.021817152,0.020597047,0.02113607
Healthy,1.916,229.23,1393.988,14667.366,25.45,34.38931789,29.05470914,23.9047619,33.42728532,0.023570651,0.242895168,0.569191416,0.151793084,0.043043758,0.05546616,0.04482908,0.034014287,1964.005792,1519.330332,933.4633205,1754.518698,0.000432313,0.000475988,0.00044163,0.000434984,0.020792142,0.021817152,0.021015001,0.020856261
Healthy,1.893,180.881,1346.35,14921.977,26.413,18.98391248,20.30747922,18.4021879,17.40581717,0.256733375,0.188524142,0.295397614,0.337048424,0.060531382,0.055318642,0.060250858,0.06662398,691.9491634,739.3905817,623.3468468,602.6481994,0.000577039,0.000592767,0.000594638,0.000616746,0.02402163,0.024346809,0.024385193,0.024834378
Healthy,1.958,131.738,1169.105,18354.076,30.334,41.63899614,39.02354571,29.97425997,31.98060942,-0.004065255,0.093787835,0.417921257,0.348876241,0.022408675,0.033212385,0.038353914,0.03913259,2689.099743,2419.875346,1516.597169,1741.288089,0.000400221,0.000428509,0.000404983,0.000432106,0.020005523,0.020700464,0.02012419,0.020787162
Healthy,1.718,470.843,1822.961,9387.495,19.627,16.55083655,15.29709141,15.67889318,15.65235457,0.080327735,0.194299752,0.157250296,0.210748199,0.072297276,0.077227351,0.065174368,0.067765747,506.6435006,437.7721607,437.2554698,424.6606648,0.000770834,0.000819851,0.000791746,0.000767576,0.027763902,0.028633033,0.028137981,0.027705159
Healthy,1.844,326.95,1659.373,11323.162,21.371,20.1016731,20.97229917,21.16216216,21.11565097,0.19685737,0.155668264,0.103491686,0.066822087,0.055180536,0.047688838,0.053311402,0.066235024,680.2084942,703.1759003,740.8288288,774.5353186,0.000547431,0.000559916,0.000542048,0.000593007,0.023397244,0.023662534,0.023281921,0.024351733
Healthy,1.935,118.857,1094.594,19875.492,32.646,27.03539254,25.13711911,30.37773488,31.54501385,0.260991381,0.309946137,0.045648537,0.015934669,0.03601201,0.041795812,0.035859108,0.029733972,1159.247748,1074.372576,1485.97619,1525.677978,0.000444529,0.000458483,0.00043604,0.000466157,0.021083854,0.021412223,0.020881571,0.021590661
Healthy,1.794,329.611,1602.339,11439.035,22.229,20.1988417,16.86149584,14.45366795,20.16274238,0.442728934,0.630434045,0.741235606,0.459331626,0.058946108,0.072806172,0.06988764,0.061877465,782.9362934,520.2174515,399.6480051,788.9785319,0.000590083,0.000642884,0.000642051,0.000629455,0.024291617,0.025355152,0.025338732,0.025088949
Healthy,2.101,250.349,1270.46,18901.098,27.863,42.81595882,34.68213296,27.82754183,41.31925208,-0.042198685,0.229402907,0.493551215,0.000374581,0.022482884,0.03929395,0.040509015,0.025107313,2889.795367,2123.92313,1317.213642,2696.297091,0.000399807,0.000422994,0.000418648,0.000413402,0.019995171,0.020566818,0.020460892,0.020332297
Healthy,1.739,391.643,1797.124,9493.367,19.801,31.36936937,24.82132964,25.01737452,32.11634349,0.51428093,0.692933583,0.689532787,0.487836294,0.040442375,0.05443932,0.047983429,0.043009321,1759.714286,1110.706371,1106.129344,1860.65651,0.000452811,0.000512437,0.000458608,0.000475748,0.021279351,0.022637063,0.021415137,0.021811656
Healthy,1.918,307.374,1465.531,13970.704,24.192,37.09459459,33.72229917,35.2985843,37.58518006,0.544325059,0.608150756,0.582035552,0.503186479,0.042492904,0.056487726,0.044312669,0.050514888,2294.819176,2057.695983,2275.956242,2592.841413,0.000426723,0.000516753,0.000447221,0.000466876,0.020657273,0.022732199,0.021147589,0.021607314
Healthy,1.845,205.296,1421.848,13365.638,24.96,29.16216216,26.41551247,23.47490347,26.95637119,0.155703106,0.265093857,0.435711523,0.25831603,0.035568984,0.041593904,0.038335262,0.037360641,1380.557272,1197.844875,875.6653797,1217.795706,0.000431485,0.000472631,0.000441216,0.000448412,0.020772217,0.021740079,0.021005146,0.021175741
Healthy,1.945,157.072,1196.582,17908.379,29.704,27.13577864,32.49376731,34.03861004,34.3933518,0.249092439,-0.064775965,-0.127395205,-0.15569613,0.040778912,0.025976126,0.031112604,0.02821447,1198.231017,1739.942521,1902.339768,1913.862881,0.000431485,0.000457045,0.000420926,0.000456085,0.020772217,0.0213786,0.020516472,0.021356155
Healthy,1.61,1098.403,2858.23,5143.237,12.535,11.56692407,10.45775623,11.05598456,12.60803324,0.206614295,0.417864012,0.306234265,0.024278425,0.093785947,0.086449881,0.095161513,0.095897955,250.5785071,180.2389197,209.8397683,299.3850416,0.001128197,0.001149805,0.001160289,0.001137336,0.033588638,0.033908776,0.034063012,0.033724411
Healthy,1.779,431.098,1788.157,9895.269,19.933,22.95366795,24.88227147,20.46718147,20.97091413,0.167086166,0.100768767,0.395434962,0.316283951,0.048950727,0.053345976,0.056784815,0.059822139,919.1338481,1012.67867,716.0875161,755.6135734,0.000584699,0.000570706,0.000564616,0.000592767,0.024180559,0.023889457,0.023761648,0.024346809
Healthy,1.833,205.851,1367.214,14181.711,26.05,16.44015444,16.48684211,15.63384813,16.61911357,0.049697002,0.051388641,0.173464984,0.039458349,0.066409599,0.063436473,0.062876353,0.066790448,462.4916345,457.1558172,397.8359073,453.2049861,0.000712447,0.00075127,0.000714518,0.000723214,0.026691705,0.027409304,0.026730462,0.026892642
Healthy,1.559,719.767,2436.771,5846.706,14.744,12.16859717,12.81094183,12.93693694,14.40373961,0.24438454,0.158012532,0.203519283,-0.005974864,0.091422976,0.068235569,0.064638243,0.066488465,264.4877735,281.9383657,264.1402831,344.1059557,0.000854481,0.000887952,0.000878084,0.000848865,0.029231508,0.029798518,0.029632488,0.029135296
Healthy,1.656,1249.143,2787.304,5619.448,12.896,12.87773488,12.63296399,9.989060489,13.42797784,0.133540182,0.168169015,0.525783872,0.117083751,0.101099414,0.103631008,0.109340947,0.080432774,335.7644788,329.2534626,186.6969112,351.7243767,0.000902309,0.000937349,0.000953242,0.00090186,0.030038456,0.030616155,0.030874622,0.030030978
Healthy,1.796,586.459,2050.33,8786.77,17.426,11.16795367,12.08448753,11.14478764,10.67936288,0.291390181,0.160641814,0.312819336,0.377807237,0.091813052,0.083124527,0.084797424,0.089251852,211.3043758,248.865651,208.485843,188.0450139,0.000998793,0.00101648,0.000992995,0.001019598,0.031603679,0.031882291,0.031511826,0.031931141
Healthy,1.842,376.756,1718.196,10985.816,20.719,11.65315315,11.97645429,11.12290862,11.86634349,0.198524275,0.162771639,0.212248589,0.158629911,0.096921113,0.074526042,0.091041692,0.085071823,242.1924067,239.0138504,209.7908623,240.1184211,0.00097581,0.00101672,0.001030264,0.001011445,0.031237963,0.031886051,0.032097719,0.03180322
Healthy,1.807,763.989,1979.775,9433.755,18.098,15.8005148,18.42036011,23.46010296,24.73545706,0.703420323,0.474260328,0.222075653,0.20597426,0.071057443,0.073481617,0.056228941,0.050249759,503.8597169,746.3469529,1075.483269,1149.152355,0.000601677,0.000665664,0.000556955,0.000556319,0.02452911,0.025800465,0.023599898,0.023586408
Healthy,2.095,207.685,1166.696,21166.554,30.614,37.43629344,45.7700831,50.21492921,52.84764543,0.416376133,0.182917753,0.046912261,-0.039347201,0.036883582,0.026421612,0.024221433,0.020435201,2307.330759,3312.434903,3880.036036,4212.907202,0.000390697,0.000399015,0.000379309,0.000400453,0.019766052,0.019975353,0.019475864,0.020011334
Healthy,1.971,209.471,1213.987,18188.428,29.29,30.39189189,38.78116343,42.01222651,45.45914127,0.453736152,0.169750944,0.043089638,-0.109212364,0.033879278,0.027213739,0.027792494,0.016384581,1483.650579,2361.613573,2762.904118,3173.727839,0.00040519,0.000412443,0.0003996,0.00040501,0.020129334,0.020308696,0.019989993,0.020124849
Healthy,1.786,445.141,1662.126,11026.961,21.503,14.80501931,15.78047091,14.52831403,14.79085873,0.263166959,0.181239745,0.285608439,0.277342294,0.065531567,0.061068864,0.071811502,0.075297574,373.0238095,413.2444598,350.541184,359.6495845,0.000697126,0.000715781,0.000719901,0.00072801,0.026403138,0.026754077,0.026830967,0.026981662
Healthy,1.843,448.575,1788.444,10617.22,19.932,14.16344916,15.31855956,14.503861,14.83933518,0.331045286,0.255556391,0.354498365,0.286447223,0.070384358,0.060172569,0.061287928,0.071335689,330.9420849,373.9362881,335.6698842,352.8822715,0.000739363,0.000757984,0.000728183,0.000738801,0.027191234,0.027531512,0.02698486,0.027180889
Healthy,1.948,150.543,1193.662,17915.77,29.761,26.73680824,24.3898892,24.58944659,27.01800554,0.226574925,0.285529249,0.334422302,0.241428981,0.042686893,0.049290603,0.052927956,0.041725821,1318.42278,1141.822022,1105.208494,1213.83518,0.000443701,0.000501646,0.000462749,0.000475029,0.021064205,0.022397454,0.021511602,0.021795159
Healthy,1.545,515.399,2080.281,6886.884,17.248,9.713642214,11.43144044,11.84169884,10.34972299,0.310396409,-0.029518096,-0.005770996,0.195101381,0.094304829,0.094268749,0.090022074,0.092893614,154.536036,225.6558172,231.2960103,178.4051247,0.001186998,0.00123637,0.001062356,0.001188172,0.034452835,0.035162056,0.0325938,0.034469869
Healthy,1.907,210.874,1332.464,15329.755,26.636,29.54568855,28.64958449,24.90669241,25.73407202,0.157545252,0.154406925,0.375194161,0.301284266,0.04655389,0.04441616,0.057227184,0.044858414,1552.949807,1520.702216,1124.874517,1157.069252,0.000443494,0.000463999,0.000469167,0.000488218,0.02105929,0.021540625,0.021660274,0.022095646
Healthy,1.606,675.171,2086.102,7393.73,17.152,29.51544402,22.88642659,21.56756757,29.32963989,0.31085805,0.529382897,0.575606048,0.33087925,0.040121764,0.057263548,0.063628369,0.038539332,1500.322394,1013.286704,884.5057915,1441.113573,0.000441216,0.000499967,0.00047393,0.000459442,0.021005146,0.022359951,0.021769923,0.021434609
Healthy,2.055,160.577,1135.047,20631.018,31.223,36.27863578,35.81024931,32.77477477,33.26523546,0.171258368,0.189093348,0.270757261,0.298876561,0.034825788,0.038473264,0.035569943,0.044178903,2319.146075,2285.379501,2036.746461,1983.053324,0.000404569,0.000436422,0.000416992,0.000454886,0.020113899,0.020890725,0.020420375,0.021328066
Healthy,1.748,524.301,1891.779,9177.234,18.855,20.93114543,17.72229917,16.74453024,20.93074792,0.344538216,0.474304223,0.599092511,0.338043891,0.058954327,0.094883293,0.082276128,0.060501368,780.7985843,638.9882271,543.0521236,781.0914127,0.000591325,0.000697556,0.000636875,0.000611231,0.024317173,0.026411293,0.025236386,0.024723089
Healthy,1.837,201.587,1380.42,13846.83,25.748,24.998713,25.22368421,20.18597169,22.2333795,0.416584178,0.285993526,0.536838065,0.478888726,0.03879479,0.038140636,0.0489291,0.041735428,948.9124839,1071.484072,719.6132561,776.0200831,0.000451983,0.000475988,0.000473308,0.00049685,0.021259882,0.021817152,0.021755652,0.022290134
Healthy,1.671,692.011,2147.406,7457.43,16.674,16.16795367,16.23130194,17.65186615,17.41204986,0.303400916,0.278938576,0.093454968,0.085212343,0.075039584,0.070871225,0.066619928,0.072932431,474.523166,462.4819945,558.2876448,572.25,0.000715553,0.000719378,0.000725905,0.000767576,0.026749819,0.026821214,0.026942627,0.027705159
Healthy,1.953,271.022,1335.284,15958.266,26.548,22.20720721,25.02146814,25.03217503,23.14127424,0.660987347,0.571640634,0.554207162,0.622978529,0.044247683,0.03566753,0.038747339,0.037583103,781.6306306,981.1613573,1016.981982,854.1814404,0.00042341,0.00043954,0.000418855,0.000461601,0.020576933,0.020965202,0.020465951,0.021484892
Healthy,1.984,217.572,1314.756,16501.051,26.956,26.88867439,26.88573407,24.34298584,26.3365651,0.261877355,0.268497962,0.401071102,0.273011591,0.032716302,0.031525161,0.038221331,0.037336011,1134.200129,1126.984072,897.1164736,1123.072022,0.000419269,0.000445774,0.000442251,0.000472151,0.020476065,0.021113367,0.021029774,0.021729046
Healthy,1.873,356.76,1500.778,13282.235,23.777,28.01608752,29.71191136,19.64543115,23.6634349,0.52718337,0.485997199,0.770208897,0.670558187,0.03625414,0.037965588,0.052690443,0.050582855,1447.98906,1554.257618,671.6287001,991.1468144,0.000416371,0.000448412,0.000441837,0.000435223,0.020405161,0.021175741,0.021019927,0.020862009
Healthy,2.127,109.492,1015.873,24532.416,34.864,34.14800515,32.52700831,27.76705277,29.71883657,0.072829521,0.096172805,0.296253926,0.243994988,0.028501339,0.042198853,0.048573209,0.038802576,1974.289575,1904.536704,1428.419562,1558.128809,0.000420719,0.000445055,0.000439146,0.000444815,0.020511425,0.021096324,0.020955804,0.02109064
Healthy,2.056,124.516,1093.537,21572.14,32.512,29.46267696,30.14265928,34.47554698,36.45290859,0.361670333,0.273219937,0.153071812,0.085825297,0.040889596,0.04378552,0.030648473,0.028090938,1390.721364,1615.33241,1943.604247,2058.990305,0.000405811,0.000433065,0.000415128,0.000420596,0.020144757,0.020810221,0.020374698,0.020508439
Healthy,2.005,214.498,1279.627,17446.915,27.724,31.62548263,27.52908587,22.76319176,29.09764543,0.163103674,0.332841216,0.564195234,0.298564676,0.035456511,0.042087717,0.049956941,0.032574062,1662.512227,1351.290859,898.8468468,1398.910665,0.000428172,0.000469514,0.0004613,0.000456325,0.020692323,0.021668266,0.021477888,0.021361768
Healthy,1.547,740.249,2423.976,5841.894,14.862,9.904118404,12.42728532,11.62548263,12.97645429,0.590479119,0.42639178,0.465550142,0.361809909,0.110585182,0.077622637,0.081895714,0.068346865,179.6119691,241.3206371,213.3951094,267.601108,0.000878498,0.000807142,0.000830464,0.000800427,0.029639475,0.028410238,0.028817767,0.028291826
Healthy,1.803,232.277,1522.424,11991.943,23.342,24.81467181,21.65166205,19.9009009,24.97506925,0.325414334,0.456762517,0.498065422,0.246328649,0.048271273,0.050050166,0.054171265,0.044753578,995.7773488,769.651662,662.6550837,1059.228532,0.000444529,0.000518431,0.000508299,0.000499967,0.021083854,0.022769089,0.022545493,0.022359951
Healthy,1.942,145.405,1173.105,18199.794,30.247,21.57078507,18.90235457,16.93243243,21.67174515,0.294207811,0.389145954,0.545858871,0.282687595,0.045450386,0.067149819,0.060808063,0.04194239,746.4073359,635.7209141,472.5694981,748.1828255,0.000523,0.00058989,0.000561096,0.000535457,0.022869184,0.024287643,0.023687468,0.023139937
Healthy,1.747,538.906,1971.992,8728.358,18.066,27.31853282,27.98476454,29.94015444,34.44875346,0.212388647,0.15841119,0.083286204,-0.13647329,0.037344247,0.038475124,0.027931256,0.026414462,1207.994208,1288.34626,1469.205277,1780.860111,0.000455295,0.000463039,0.000453225,0.000457284,0.021337651,0.021518349,0.021289079,0.021384207
Healthy,1.784,419.448,1733.066,10364.597,20.544,11.44658945,11.1565097,11.74646075,12.03531856,0.268936672,0.276081362,0.213315454,0.200464934,0.075018766,0.090716624,0.081631019,0.073532446,220.3075933,205.7880886,228.7528958,235.3954294,0.000934815,0.000979313,0.000935643,0.000931114,0.030574747,0.031293971,0.030588287,0.030514166
Healthy,2.042,125.251,1097.398,21180.928,32.338,30.05083655,29.09764543,33.07593308,35.20775623,0.214760562,0.251546181,0.022753217,-0.099855508,0.035955375,0.035548566,0.031424435,0.024744921,1479.676319,1343.103186,1741.993565,1984.617729,0.000427344,0.00043954,0.00043604,0.000446014,0.020672302,0.020965202,0.020881571,0.021119045
Healthy,1.86,414.041,1655.404,11778.411,21.521,15.72844273,15.80747922,15.30759331,14.83240997,0.424796847,0.412675398,0.487666248,0.49360944,0.070260506,0.06637745,0.064832348,0.068563822,430.9240669,428.3836565,384.2985843,359.0124654,0.000668346,0.000678133,0.00066876,0.000684608,0.025852393,0.026040991,0.025860401,0.026165008
Healthy,1.708,497.545,1976.02,8449.711,18.079,14.16216216,13.67797784,9.276705277,12.55055402,0.257546504,0.292833585,0.659227837,0.403024116,0.077688731,0.095894739,0.114719672,0.087284196,357.6795367,338.9425208,157.0939511,285.7126039,0.000826116,0.000918405,0.001021154,0.000976915,0.028742228,0.030305203,0.031955493,0.031255635
Healthy,1.838,459.458,1591.837,12147.919,22.36,24.53281853,23.41828255,16.63577864,20.26939058,0.521415705,0.585027027,0.808984461,0.664261062,0.040527907,0.0443508,0.075936735,0.06353467,1059.284427,933.3947368,502.4851995,776.6253463,0.000509334,0.000525385,0.000538735,0.000573823,0.02256844,0.022921287,0.023210668,0.023954613
Healthy,1.811,253.26,1536.884,12196.565,23.193,16.36615187,16.00831025,14.62097812,13.48891967,0.033643722,0.039608483,0.108839148,0.306943255,0.088305279,0.096143945,0.101869337,0.092774675,521.9864865,512.8891967,452.2722008,368.9473684,0.000717209,0.000783162,0.000824459,0.000847187,0.026780762,0.027985038,0.0287134,0.029106476
Healthy,1.63,1163.699,2853.884,5276.297,12.549,18.77670528,20.40096953,16.77091377,13.77908587,0.64407864,0.568130015,0.719506335,0.804100516,0.078852878,0.073626508,0.078257043,0.093071314,712.5952381,871.7943213,583.3449163,380.648892,0.000666276,0.000688444,0.000696298,0.000714821,0.025812318,0.026238222,0.02638745,0.026736146
Healthy,1.854,437.452,1753.244,10936.405,20.327,17.86743887,17.3199446,12.44594595,18.18975069,0.106844565,0.211491176,0.598960031,0.130480221,0.080828478,0.069901697,0.080247629,0.066425356,671.2844273,606.6135734,289.8256113,669.1385042,0.000725698,0.000782683,0.000853032,0.000766137,0.026938785,0.027976468,0.029206707,0.027679181
Healthy,1.818,357.012,1599.31,11561.162,22.234,20.7985843,21.7132964,19.90926641,18.68351801,0.212408278,0.147525274,0.246199361,0.342249835,0.049516237,0.049441007,0.057922366,0.071688434,743.0276705,807.0110803,734.8861004,624.4660665,0.000595673,0.000631613,0.000620518,0.000656792,0.024406411,0.025131921,0.024910208,0.025627947
Healthy,1.638,750.429,2330.757,6498.978,15.331,17.41763192,17.36357341,15.92406692,16.59141274,0.606226271,0.576728216,0.65348547,0.579812556,0.072958245,0.073745607,0.070418073,0.078497315,574.2927928,557.4799169,463.0990991,532.7756233,0.000560061,0.000610032,0.000613272,0.00062418,0.023665606,0.024698829,0.024764326,0.024983593
Healthy,1.792,458.229,1586.99,11718.502,22.485,13.2007722,13.72506925,12.56048906,15.01246537,0.14111538,0.070805214,0.26282189,-0.030895573,0.086426193,0.075814489,0.077815442,0.06173656,303.9420849,323.0976454,263.466538,369.4238227,0.000863384,0.000896824,0.000868974,0.000882436,0.029383398,0.02994702,0.02947837,0.029705832
Healthy,2.021,122.083,1109.763,20479.917,31.929,45.39124839,37.38781163,31.46782497,39.96052632,-0.073625027,0.216033888,0.432783507,0.088151539,0.022067703,0.030784239,0.034258792,0.030655975,3231.93565,2341.765928,1673.638996,2727.492382,0.000393595,0.000421555,0.000394838,0.000416999,0.019839241,0.02053181,0.019870525,0.020420558
Healthy,1.649,726.204,2374.444,6548.677,15.086,11.92084942,11.39058172,12.48262548,13.35457064,0.177474009,0.329064831,0.158326878,0.069172261,0.109538062,0.09531535,0.083841437,0.081731992,278.8667954,230.2271468,280.3384813,315.2174515,0.000940198,0.000920803,0.000901895,0.000908334,0.030662654,0.03034474,0.030031562,0.030138581
Healthy,1.905,270.974,1390.154,14656.989,25.499,28.95238095,24.68905817,29.57400257,29.43282548,-0.080725987,0.191555361,-0.046606192,-0.040795799,0.032412331,0.046633961,0.035169883,0.035169793,1311.998713,994.9051247,1324.568855,1267.205679,0.000458401,0.000491575,0.000449084,0.000489177,0.021410302,0.022171483,0.021191601,0.02211734
Healthy,1.851,204.596,1423.771,13523.93,24.976,13.62934363,13.54293629,13.3011583,13.48060942,0.174784559,0.18884394,0.121801098,0.094935362,0.070079543,0.085879268,0.081855765,0.090661137,337.4015444,323.9252078,338.7168597,357.531856,0.000853239,0.00095917,0.000892785,0.000965405,0.029210251,0.030970471,0.029879503,0.031070962
Healthy,1.878,212.304,1350.14,14791.47,26.323,20.63191763,19.14612188,18.27027027,21.91135734,0.183949006,0.268897747,0.338944422,0.102319694,0.055213314,0.063069116,0.056283999,0.042642934,753.7567568,654.4951524,564.6023166,808.1703601,0.000542462,0.000583895,0.000566893,0.000540492,0.023290812,0.024163915,0.023809524,0.023248491
Healthy,1.919,266.335,1493.419,13547.072,23.728,24.26061776,21.74930748,21.53410553,22.59072022,0.165698581,0.215301849,0.251447523,0.263240045,0.045347217,0.063591676,0.048579707,0.043049459,969.3996139,860.6149584,788.2599743,810.1198061,0.000458194,0.000529941,0.000496498,0.000516273,0.021405466,0.023020457,0.022282226,0.022721648
Healthy,1.844,269.259,1482.905,12945.217,23.989,16.66537967,17.2998615,16.34362934,16.01939058,0.219683777,0.158594431,0.217732408,0.267744223,0.06714908,0.060327068,0.062991123,0.056668771,463.7271557,485.5048476,439.6679537,424.0692521,0.00060706,0.00062418,0.000638117,0.000657991,0.024638597,0.024983593,0.025260986,0.025651329
Healthy,1.769,466.387,1785.778,9833.172,19.904,25.14864865,22.91066482,20.52123552,25.0900277,0.261898885,0.350813513,0.449052141,0.239862712,0.044305092,0.04708629,0.059820078,0.049697648,1075.483269,930.4632964,759.7258687,1090.761773,0.000457159,0.000497809,0.000490286,0.000492054,0.021381271,0.022311639,0.022142407,0.022182296
